Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MD,2013,"7         ",Male,13,Right-Handed,155,26,155,2,Bus,13,.437,41,"Football (American)",0,102,0,0,107,1000,27,"Left foot",60,69,"Ring finger",January,Winter,No,No,Meat,Water,History,6,11,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,24,0,2,69,5,6,8,0,20,69,0,102,"Very little","Graduate degree",Pop,"Freeze time",Rich,"Business person",Environment
USA,MO,2018,"6         ",Male,11,Right-Handed,60,23,56,1,Car,25,0.124,82,Soccer,679,1000,749,1000,0,717,24,"Left foot",600,500,"Ring finger",June,Summer,No,No,"No favorite",Water,Geography,9,6,4,"Yes - other","Text messaging",3,42,5,1,7,2,6,3,0,0,2,2,0,3,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,"Sports person","Education/Youth development"
USA,CA,2016,"12        ",Male,17,Right-Handed,66,25,167,1,Car,13,0.391,45,Swimming,950,950,1000,950,900,900,25,"Same length",75,85,"Ring finger",August,Summer,No,No,Meat,Water,"Social studies",7,9,3,"Yes - broadband connection","Text messaging",3,6,2,.5,2,2,2,1,0,.25,2,0,0,1,Some,"Graduate degree",Pop,"Freeze time",Happy,Other,Health
USA,NJ,2013,"11        ",Female,17,Left-Handed,23.5,24,173,1,Walk,7,2,,Running/Jogging,4,2,1,2,,,23.5,"Left foot",75,70,"Index finger",January,Summer,Yes,No,Breads/Sandwiches,,"Mathematics and statistics",12,3,2,"Yes - dial-up connection",E-mail,128,100,4,3,1,2,6,2,3,1,2,1,1,,"Very little","High school","Punk rock","Super strength",Happy,Actor,Health
USA,NC,2015,"12        ",Male,17,Right-Handed,181.5,24,172,2,Walk,5,.327,33,Basketball,700,650,700,750,900,950,25,"Left foot",80,76,"Index finger",February,Summer,Yes,No,Poultry,"Soft drink (caffeinated)","Mathematics and statistics",5,7,6,"Yes - other","Internet chat or instant messaging",50,200,30,2,13,3,6,2,8,3,15,0,0,1,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,Religious
USA,CA,2018,"12        ",Female,17,Right-Handed,160,23,165,1,Car,3,.37,28,Baseball/Softball,348,1000,420,450,1000,1000,23.3,"Left foot",6.35,7.62,"Ring finger",December,Spring,No,No,Meat,Water,Science,7,9,4,"Yes - broadband connection","Text messaging",200,200,20,4,5,20,15,2,20,20,20,4,0,3,Some,"Graduate degree",Country,Telepathy,Rich,Other,"Education/Youth development"
USA,OK,2017,"12        ",Female,17,Right-Handed,177,24,173,1,Car,8,0.518,50,Walking/Hiking,695,647,877,807,299,588,25,"Left foot",76,80,"Ring finger",February,Fall,Yes,No,Pizza/Pasta,Water,Science,7,9,6,"Yes - broadband connection","Internet chat or instant messaging",30,20,50,5,5,15,3,0,3,5,0,5,20,4,Some,"Graduate degree",Pop,"Freeze time",Happy,Friend,"International aid"
USA,CT,2015,"6         ",Male,12,Left-Handed,,,,,Bus,,,,Golf,1000,1000,1000,1000,0,999,,,,,"Ring finger",April,Spring,No,No,Seafood,Water,Art,12,24,6,"Yes - other","In person",0,0,4,0,1,48,6,,,,,,,,,,,,Rich,,
USA,OH,2011,"4         ",Female,10,Right-Handed,145,22,148,1,Car,3,1.045,73,Soccer,513,321,1000,,1000,1000,18,"Left foot",70,80,"Ring finger",October,Summer,No,No,Pizza/Pasta,Water,Art,10,13,6,"Yes - dial-up connection","In person",0,0,30,2,2,4,2,5,6,12,6,8,0,2,Some,"Graduate degree",Pop,Fly,Happy,Relative,Health
USA,FL,2018,"12        ",Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2015,"7         ",Male,12,Right-Handed,165,25,158,1,Skateboard/Scooter/Rollerblade,15,1,50,Skateboarding/Rollerblading,95,100,1000,10,100,1000,25,"Same length",70,70,"Same length",August,Summer,No,No,Pizza/Pasta,Other,"Physical education",7,11,4,"Yes - broadband connection","Text messaging",200,210,30,6,1,1,4,0,0,1,1,1,2,2,"Very little",Other,"Rock and roll",Fly,Healthy,Other,Other
USA,IN,2018,"11        ",Male,16,Right-Handed,188,36,190,1,Car,10,.65,60,Baseball/Softball,1000,1000,1000,1000,0,1000,35,"Right foot",76,76,"Same length",February,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)",History,9,5,3,"Yes - broadband connection","Cell phone",15,20,4,1,3,2,4,3,3,1,2,1,4,1,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,Relative,Health
USA,RI,2013,"6         ",Male,12,Right-Handed,146,21,144,1,Bus,25,.395,42,Swimming,1000,1000,1000,950,620,580,22,"Left foot",75,70,"Index finger",November,Fall,Yes,No,Pizza/Pasta,Juice,"Mathematics and statistics",7,8,4,"Yes - broadband connection","In person",3,2,10,.2,3.5,5,7,3,0,.25,3,2,0,1,"Very little","Some college",Pop,"Freeze time",Healthy,"Community leader or elder",Environment
USA,CA,2017,"12        ",Male,17,Right-Handed,180,30.58,182,2,Car,15,.675,45,"Football (American)",58,80,100,70,40,50,31.58,"Left foot",,,,June,Fall,No,No,Meat,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MD,2016,"12        ",Male,17,Right-Handed,172.7,27,181.6,1,Walk,3,.281,45,"Football (American)",299,444,524,353,604,1000,27,"Same length",78,80,"Same length",November,Summer,Yes,No,Meat,"Soft drink (caffeinated)","Physical education",5,9,4,"Yes - broadband connection","Text messaging",10,9,10,1,2,3,5,15,3,1,20,3,4,2,"Very little","Graduate degree","Rap/Hip hop","Super strength",Happy,Relative,"Education/Youth development"
USA,WI,2018,"12        ",Female,16,Right-Handed,168,23.8,163,2,Car,10,.479,55,Basketball,1000,900,1000,1000,800,1000,23,"Right foot",70,65,"Index finger",December,Summer,No,No,Meat,Water,Art,9,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,5,2,1,10,12,1,0,5,1,5,0,0,5,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Teacher,Environment
USA,CA,2010,"12        ",Female,17,Right-Handed,164,12,163,2,Car,7,.281,32,Dancing,825,456,845,,546,879,12,"Left foot",56,56,"Index finger",March,Fall,No,No,Meat,Tea,"Social studies",6,12,5,"Yes - broadband connection","Text messaging",50,50,0,14,15,40,0,0,2,2,10,0,0,2,"A lot","Graduate degree",Other,Invisibility,Happy,Other,"Education/Youth development"
USA,CO,2018,"7         ",Female,12,Right-Handed,156,23.5,156,2,Car,2,0.857,47,Other,600,700,900,900,200,400,23.5,"Same length",78,75,"Index finger",May,Summer,No,No,Fruit,Water,"Mathematics and statistics",9,11,4,"Yes - broadband connection","In person",3,65,30,1,2,15,15,0,7,3,13,7,2,3,Some,"Graduate degree",Pop,Fly,Happy,"Coach or club leader","Education/Youth development"
USA,NC,2016,"12        ",Female,17,Right-Handed,157,70,151,1,Car,8,.555,57,Lacrosse,300,600,300,300,1000,1000,70,"Same length",72,76,"Ring finger",September,Fall,No,No,Pizza/Pasta,Water,English,7,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",40,60,10,1,3,3,3,1,10,2,2,10,2,2,Some,"Graduate degree",Pop,Fly,Happy,Teacher,Health
USA,WI,2014,"12        ",Female,17,Right-Handed,167,22,166,2,Car,5,3.144,35,Other,3,5,6,4,1,2,22.5,"Left foot",7.4,7.5,"Ring finger",October,Summer,No,No,Seafood,Water,Science,9,10,4,"Yes - broadband connection","Text messaging",8,9,4,.5,14,2,21,0,1,1,6,6,0,1,"A lot","Graduate degree",Other,Fly,Happy,"Coach or club leader",Environment
USA,DC,2010,"9         ",Male,15,Right-Handed,45,20,137,1,Walk,25,0.36,46,,500,500,1000,,500,500,20,"Right foot",6,,"Index finger",January,Winter,Yes,No,Fruit,"Soft drink (caffeinated)","Mathematics and statistics",9,3,2,"Yes - other","Text messaging",0,0,1,1,1,1,2,4,3,3,3,8,3,,Some,"Graduate degree",Other,"Freeze time",Healthy,Other,Health
USA,NY,2013,"8         ",Male,12,Right-Handed,150,23,148,1,Bus,6,0.466,41,Soccer,850,650,800,750,750,750,23,"Left foot",57,55,"Index finger",March,Summer,No,No,Pizza/Pasta,Water,English,8.5,9.5,4,"Yes - broadband connection","In person",0,0,10,1,18,28,3,8,3,3,25,15,0,3,Some,"Graduate degree",Pop,Fly,Happy,"Musician or singer","International aid"
USA,OH,2017,"12        ",Female,18,Right-Handed,160,,,1,Car,10,0.479,57,Walking/Hiking,508,406,497,428,283,283,,"Right foot",65,70,"Ring finger",May,Summer,Yes,No,Pizza/Pasta,Water,Music,7,6,4,"Yes - other","Text messaging",250,250,12,1,5,5,2,0,6,6,5,2,6,2,Some,"Undergraduate degree",Pop,Telepathy,Happy,Relative,Health
USA,CA,2016,"4         ",Female,8,Right-Handed,129,19,125.5,3,Car,4,0.508,34,Soccer,1000,1000,1000,999,1000,1000,19.5,"Left foot",60,60,"Same length",January,Summer,Yes,No,Meat,Water,"Mathematics and statistics",8,8,4,"Yes - other","In person",0,0,7,0,2.5,15,7,0,0,0,0.25,3.5,0,7,None,"Graduate degree","Rap/Hip hop",Telepathy,Healthy,Relative,"International aid"
USA,MI,2014,"12        ",Male,16,Right-Handed,183,22.5,185,1,Car,10,.3,29,Other,500,500,500,500,1000,1000,24,"Left foot",70,66,"Index finger",September,Summer,Yes,No,"No favorite","Soft drink (caffeinated)",History,8,10,3,"Yes - other","Text messaging",500,500,10,1,3,2,10,2,5,8,8,6,0,0,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Sports person","Education/Youth development"
USA,CT,2014,"12        ",Male,18,Right-Handed,170,,180,2,Car,5,0.228,34,Baseball/Softball,250,600,550,700,500,500,,,,,,March,Spring,Yes,No,Other,Water,"Physical education",7,8,5,"Yes - broadband connection","Text messaging",18,20,5,1,5,15,20,5,2,3,5,7,40,1,Some,"Graduate degree",Other,"Super strength",Happy,"Sports person",Environment
USA,WI,2014,"6         ",Female,11,Right-Handed,5.0,21,54,1,Car,5,0.541,52,Swimming,10,500,1000,1000,1000,1000,20,"Right foot",7,7,"Same length",November,Summer,No,No,Desserts,Water,Art,10,7,4,"Yes - broadband connection","Text messaging",5,6,30,12,5,70,4,10,10,2,10,4,1,1,"Very little","Graduate degree",Pop,Invisibility,Famous,Other,Health
USA,NC,2017,"10        ",Male,14,Left-Handed,188,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NJ,2017,"12        ",Male,17,Left-Handed,183,24,168,2,Car,15,.494,40,Running/Jogging,722,936,417,273,1000,1000,26,"Left foot",124,99,"Ring finger",April,Winter,No,No,"Rice/Noodle dishes",Water,Languages,7,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,50,5,0,30,4,14,8,2,2,20,1,0,2,"A lot","Graduate degree",Pop,Invisibility,Healthy,"Coach or club leader","Wildlife, animals"
USA,CA,2016,"4         ",Female,16,Right-Handed,166,22,166,2,Car,20,0.364,30,Cycling,1000,599,1000,930,1000,1000,21,"Right foot",80,75,"Index finger",May,Spring,Yes,No,"Rice/Noodle dishes",Water,Science,6.5,9,1,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",1000,1000,6,0.5,25,5,2.5,0,14,13,15,0,0,1,Some,"Undergraduate degree",Pop,Fly,Happy,"Musician or singer",Environment
USA,PA,2011,"12        ",Male,17,Right-Handed,167,25,171,2,Car,3,.312,42,Lacrosse,300,300,300,,800,900,25,"Same length",75,80,"Ring finger",December,Winter,Yes,No,Meat,Water,"Mathematics and statistics",6,10,4,"Yes - broadband connection","Text messaging",5,5,3,0,8,2,4,2,2,1,8,8,0,5,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,"Business person",Health
USA,MN,2017,"12        ",Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2017,"12        ",Male,17,Right-Handed,185,27.5,183.5,1,Car,6,0.315,40,Baseball/Softball,91,182,182,166,535,1000,27.5,"Same length",95,105,"Ring finger",August,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7.5,10,5,"Yes - broadband connection","Text messaging",200,200,7,1,7,10,15,1,3,3,7,10,0,3,"Very little","Undergraduate degree",Country,Invisibility,Rich,"Sports person","Arts, culture, sports"
USA,OR,2015,"12        ",Male,17,Right-Handed,183,28,187,1,Car,10,.344,48,Skateboarding/Rollerblading,800,600,300,500,800,900,27,"Right foot",100,100,"Same length",July,Summer,No,No,Seafood,Water,English,8,11,4,"Yes - other","In person",50,200,40,0,1,3,20,6,2,2,10,8,15,1,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,"Musician or singer",Environment
USA,PA,2014,"12        ",Female,18,Right-Handed,179.8,25.4,172,1,Car,8,.0469,42,Soccer,888,583,920,642,283,497,25,"Right foot",88.9,76.2,"Index finger",April,Spring,No,No,Meat,Tea,Science,5,8,4,"Yes - broadband connection","In person",75,80,50,3,2,1,2,0,2,50,10,10,,2,"A lot","Graduate degree",Country,Invisibility,Happy,Friend,Health
USA,SC,2016,"11        ",Female,17,Right-Handed,173,45,234,2,,10,,,"Martial Arts",,,,,,,4,"Same length",7,34,"Ring finger",January,Winter,No,Yes,"Rice/Noodle dishes","Powdered drink",Geography,5,5,3,"Yes - other","In person",20,35,5,5,5,5,5,5,5,10,5,5,3,5,"A lot","Undergraduate degree",Pop,Invisibility,Famous,Actor,"Arts, culture, sports"
USA,TX,2014,"4         ",Female,9,Right-Handed,,,,2,Car,3,,,None,100,100,100,100,1000,1000,,"Same length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,ID,2017,"12        ",Male,17,Right-Handed,190.5,33,185.5,2,Car,10,.336,50,Other,102,102,481,230,43,0,32,"Right foot",76,80,"Ring finger",December,Winter,Yes,No,Meat,Milk,History,8,9,4,"Yes - broadband connection","Text messaging",13,14,0,2,10,25,25,0,20,1,20,10,20,3,"A lot","Graduate degree",Techno/Electronic,Fly,Happy,Friend,Religious
USA,ID,2018,"12        ",Female,23,Right-Handed,162,17,140,1,Walk,10,.569,34,Swimming,400,700,500,600,400,500,18,"Same length",68.7,70.6,"Ring finger",June,Spring,Yes,No,Pizza/Pasta,Water,Art,7,8,6,"Yes - broadband connection","Cell phone",25,20,8,1,28,2,6,0,3,1,8,4,16,2,"A lot","Undergraduate degree",Pop,Fly,Happy,Relative,"Education/Youth development"
USA,IL,2015,"10        ",Male,16,Right-Handed,330,27,175,1,Car,5,0.3,40,Basketball,800,800,300,800,700,1000,27,"Same length",70,75,"Ring finger",February,Fall,Yes,No,Meat,Water,"Physical education",7,10,3,"No internet connection","In person",10,20,24,2,0,0,10,0,3,5,15,1,40,1,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,"Community leader or elder",Environment
USA,ID,2018,"12        ",Male,20,Right-Handed,511,10.5,511,2,Walk,15,.49,41,Basketball,800,500,1000,1000,300,800,10.5,"Same length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,SC,2016,"11        ",Male,16,Left-Handed,178,30,177,1,Car,10,.307,39,Basketball,766,897,675,626,211,913,30,"Same length",90,100,"Ring finger",June,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Mathematics and statistics",7,5,4,"Yes - broadband connection","Text messaging",17,17,13,1,6,9,8,5,3,8,1,7,0,4,Some,"Graduate degree",Pop,Telepathy,Happy,"Sports person","Arts, culture, sports"
USA,OH,2017,"8         ",Male,14,Right-Handed,176,29,187,1,Bus,25,0.735,65,"Football (American)",600,800,1000,800,300,500,29,"Same length",111,121,"Ring finger",December,Spring,No,No,Poultry,"Sports drink","Physical education",6,11,11,"Yes - other","Text messaging",300,450,36,4,1,168,150,5,130,168,168,130,70,168,Some,"Graduate degree","Rap/Hip hop","Super strength",Happy,"Sports person","Education/Youth development"
USA,CA,2015,"11        ",Male,17,Left-Handed,74,26.5,70,2,Skateboard/Scooter/Rollerblade,20,0.444,44,Dancing,1000,690,450,300,500,800,28,"Same length",180,180,"Same length",June,Fall,No,No,"No favorite",Water,Art,9,13,4,"Yes - other","Text messaging",34,23,11,8,6,20,28,23,25,17,12,9,0,9,"A lot","Undergraduate degree",Reggae,"Freeze time",Happy,Friend,"Wildlife, animals"
USA,MA,2017,"8         ",Male,14,Right-Handed,160,25,159,2,Car,40,0.403,31,Basketball,711,500,406,406,775,1000,25,"Same length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2014,"12        ",Male,17,Right-Handed,,,0,2,Car,8,.888,57,Basketball,999,800,700,500,1000,1000,0,"Same length",0,0,"Same length",September,Spring,No,No,Meat,Water,English,8,9.5,4,"Yes - broadband connection","Text messaging",28,49,6,1,.2,1,18,4,1,2,5,3,0,.2,"Very little","Graduate degree","Rock and roll","Super strength",Happy,"Sports person",Health
USA,IA,2017,"8         ",Male,14,Right-Handed,172,28,177,2,Car,15,.295,39,Baseball/Softball,1000,750,1000,750,640,1000,28,"Same length",100,90,"Index finger",September,Summer,No,No,Meat,"Sports drink","Physical education",8,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",999,999,5,1,1,8,20,1,15,15,72,6,8,8,None,"Graduate degree","Rap/Hip hop","Super strength",Rich,"Business person",Religious
USA,CA,2015,"5         ",Female,11,Left-Handed,148,23,156,2,Car,10,0.369,59,Other,800,700,850,850,500,800,22,"Left foot",76,66,"Index finger",February,Summer,No,No,Desserts,"Soft drink (non-caffeinated)",English,9,9.5,5,"Yes - broadband connection",E-mail,1,5,0,0,1,1,5,2,0,.25,2,1,0,.5,"Very little","Graduate degree",Pop,Fly,Happy,"Musician or singer",Environment
USA,NC,2013,"11        ",Male,16,Left-Handed,73,33.02,73,2,Car,20,0.428,78,Other,1000,1000,1000,1000,102,508,33.02,"Same length",80,95,"Ring finger",April,Spring,No,No,Pizza/Pasta,Tea,Music,6,9,3,"Yes - broadband connection","In person",3,2,42,0,0,42,0,14,140,60,140,140,0,0,"Very little","High school","Rhythm and blues (R&B)",Invisibility,Happy,"Musician or singer",Health
USA,WI,2013,"8         ",Male,14,Right-Handed,174,25,178,1,Car,8,.328,48,Running/Jogging,1000,1000,1000,1000,0,800,25.5,"Left foot",80.4,60.3,"Index finger",July,Summer,No,No,Meat,Juice,Science,8,10,4,"Yes - dial-up connection","In person",0,0,4,2,1102,7,2,6,8,0,8,4,0,36,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Healthy,"Business person",Environment
USA,NY,2017,"6         ",Male,12,Right-Handed,142,21,137,1,Walk,17,0.451,52,Soccer,950,814,799,704,689,900,21,"Same length",70,65,"Index finger",February,Summer,No,No,Meat,Milk,"Physical education",8.5,7.7,4,"Yes - broadband connection","In person",1,101,6,0,1,.5,2,1,3,.25,2,.5,0,.5,Some,Other,"Rap/Hip hop","Super strength",Happy,Relative,Environment
USA,CA,2015,"5         ",Male,11,Right-Handed,149,21,150,1,Car,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2016,"8         ",Male,13,Right-Handed,192,28.3,165.0,2,Car,10,.608,33,Golf,1000,750,1000,1000,100,250,28.3,"Same length",75,70,"Index finger",January,Winter,No,No,Poultry,Water,"Mathematics and statistics",9,10,6,"Yes - broadband connection","Text messaging",25,30,2,.5,1,3,3,3,3,2,5,2,1,4,Some,"Graduate degree","Rap/Hip hop",Fly,Famous,"Doctor or nurse",Health
USA,MI,2019,"12        ",Female,18,Right-Handed,154,21.5,145,1,Car,5,.364,,Athletics,1000,900,750,700,100,300,22,"Left foot",,,,November,Fall,No,No,Meat,Water,Science,8,7,4,"Yes - other","Text messaging",20,20,24,1,21,7,8,5,2,2,2,6,0,3,"A lot","Graduate degree",Other,Telepathy,Happy,Relative,Environment
USA,NC,2013,"6         ",Male,12,Right-Handed,153,25,155,1,Car,30,.41,77,Basketball,477,7,700,78,1000,10000,25,"Same length",73,70,"Same length",April,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)","Physical education",7,5,4,"Yes - other","Text messaging",40,41,18,3,2,70,50,8,76,,,,,,,,,,,,
USA,NC,2017,"12        ",Male,16,Right-Handed,165,22.5,165,1,Car,15,.68,37,Swimming,100,100,200,300,600,600,23.75,"Left foot",7.5,8.12,"Ring finger",December,Fall,No,No,Meat,Water,"Mathematics and statistics",5,6,5,"Yes - broadband connection","In person",0,4,7.5,0,0,3,0,6,1,1,67,2,0,7,Some,"Graduate degree","Rock and roll",Telepathy,Happy,Relative,"Education/Youth development"
USA,PA,2017,"12        ",Male,18,Right-Handed,187.9,32,176,1,Car,5,.62,62,Basketball,800,800,700,900,500,600,32,"Same length",92,88,"Index finger",April,Summer,Yes,No,Meat,Water,Science,8,9,5,"Yes - broadband connection","Text messaging",30,20,4,1,2,3,2,1,2,2,2,3,40,6,Some,"Graduate degree",Country,Invisibility,Happy,"Sports person",Health
USA,CA,2018,"12        ",Male,17,Right-Handed,154.9,182.8,65,2,Skateboard/Scooter/Rollerblade,12,1.2,10,"Hockey (Ice)",100,100,100,100,10,10,10,"Left foot",65,70,"Same length",March,Winter,No,No,Soups,"Soft drink (non-caffeinated)",Art,5,5,4,"Yes - broadband connection","Text messaging",5,10,2,1,3,0,0,10,10,10,10,10,0,0,"A lot","High school",Classical,Fly,Rich,Friend,"Arts, culture, sports"
USA,OH,2017,"8         ",Female,14,Right-Handed,160,24,164,2,Walk,20,2.335,178,Soccer,100,50,100,50,0,100,24,"Same length",,,,March,Spring,Yes,No,Other,Juice,,,,,,,,,,,,,,,,,,,,,,,,,Rich,Other,"Wildlife, animals"
USA,NY,2016,"12        ",Male,17,Right-Handed,177,27,140,1,Bus,18,.33,41,"Table Tennis",800,700,100,600,1000,1000,27,"Same length",63,62,"Index finger",May,Fall,Yes,No,Pizza/Pasta,Water,Science,7,10,5,"Yes - broadband connection","In person",4,3,15,0,4,2,2,25,0,1,61,1,0,1,Some,"Graduate degree",Other,"Freeze time",Happy,Other,"Education/Youth development"
USA,TX,2015,"7         ",Male,13,Right-Handed,160,22,136,2,Car,13,97,97,,0,0,0,0,1000,1000,22,"Same length",68,66,"Same length",February,Summer,No,No,Soups,Juice,Art,7,4,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",,1,2,1,0,0,1,100,1,0,100,1,0,1,None,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Coach or club leader","Arts, culture, sports"
USA,NC,2017,"4         ",Male,16,Right-Handed,181,28.7,193,2,Walk,5,0.486,52,Basketball,380,444,283,733,963,979,28.4,"Right foot",8.1,8.7,"Ring finger",January,Fall,No,No,Pizza/Pasta,Milk,"Social studies",6,7,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,100,8,2,20,2,3,1,4,1,4,0,0,3,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"Education/Youth development"
USA,GA,2011,"6         ",Male,11,Right-Handed,162,24,173,2,Bus,20,.343,40,Soccer,750,800,700,,800,750,24,"Same length",87,80,"Index finger",March,Winter,No,No,Meat,Water,"Mathematics and statistics",10,8,6,"Yes - broadband connection",Other,2,1,0,7,7,4,3,30,7,8,40,14,0,7,"Very little","Graduate degree",Techno/Electronic,"Freeze time",Healthy,Other,"Education/Youth development"
USA,CA,2015,"5         ",Female,10,Right-Handed,132,19,137,1,Car,6,0.731,66,Basketball,840,604,804,770,588,332,20,"Left foot",68,62,"Index finger",May,Summer,No,No,Other,Water,"Physical education",10,11,8,"Yes - other","In person",0,0,1,0.5,4,10,4,0.5,0,0,2,3,0,4,Some,"Graduate degree",Classical,Fly,Healthy,"Sports person","Arts, culture, sports"
USA,NC,2011,"12        ",Male,17,Right-Handed,173,27,170,1,Car,30,.266,47,Baseball/Softball,743,337,150,,556,909,28,"Left foot",100,105,"Ring finger",February,Summer,No,No,Vegetables,Water,"Mathematics and statistics",7,12,3,"Yes - broadband connection","Text messaging",15,25,21,1,0,2,21,14,1,40,14,1,8,7,"A lot","Graduate degree","Rhythm and blues (R&B)","Freeze time",Healthy,"Coach or club leader","Education/Youth development"
USA,IN,2016,"4         ",Male,9,Left-Handed,128,19,129,1,Car,2,0.96,33,Baseball/Softball,1000,1000,900,1000,800,800,19,"Same length",6,6,"Same length",May,Summer,No,No,Desserts,"Energy drink","Mathematics and statistics",9,3,3,"Yes - broadband connection",Other,6,9,15,5,7,15,20,15,0,0,5,5,0,0,Some,"Some college","Rap/Hip hop","Super strength",Rich,"Sports person","Arts, culture, sports"
USA,IL,2014,"6         ",Male,12,Right-Handed,155,26,150,1,Bus,5,.426,41,Swimming,711,529,449,888,0,900,25,"Right foot",75,80,"Ring finger",April,Spring,No,No,Pizza/Pasta,Water,"Physical education",9,7,6,"Yes - other","Text messaging",30,30,20,.5,3,5,14,4,1,3,4,7,0,0,"Very little",Other,Pop,"Freeze time",Happy,"Coach or club leader",Health
USA,NY,2014,"6         ",Female,12,Right-Handed,45,20,80,2,Walk,5,0.578,69,Golf,396,765,1000,1000,32,97,20,"Same length",30,20,"Ring finger",January,Winter,No,No,Pizza/Pasta,Juice,"Mathematics and statistics",9,15,11,"Yes - other","Text messaging",15,17,5,1,2,7,3,2,2,1,1,2,2,1,"Very little","High school","Rap/Hip hop",Invisibility,Happy,Relative,"International aid"
USA,PA,2019,"12        ",Male,17,Ambidextrous,6',28.77,187.9,2,Car,10,.32,75,Other,1000,1000,1000,1000,800,1000,28.77,"Same length",110,120,"Ring finger",June,Spring,Yes,No,Meat,Water,Art,7,10,4,"Yes - other","Internet chat or instant messaging",5,7,6,1,0,2,8,15,10,1,25,3,21,2,None,Other,Other,"Freeze time",Rich,"Business person","Arts, culture, sports"
USA,WI,2017,"8         ",Male,14,Right-Handed,168,27,174,3,Bus,58,0.172,45,"Martial Arts",668,561,947,604,856,968,27,"Same length",77,80,"Ring finger",September,Fall,No,No,Meat,"Soft drink (caffeinated)",Music,6.5,8,3,"Yes - broadband connection","Text messaging",,,3,.5,3,1,6,0,3,20,28,0,0,10,"Very little","Graduate degree","Heavy metal",Fly,Rich,"Musician or singer",Other
USA,IL,2017,"12        ",Female,17,Right-Handed,178,24,177,2,Car,15,.299,33,Dancing,900,900,700,800,700,800,25,"Left foot",75,79,"Ring finger",March,Fall,No,No,Meat,Milk,English,7,10,6,"Yes - broadband connection","Text messaging",3,8,4,1,10,6,1,0,2,2,15,4,0,3,"A lot","Graduate degree",Pop,Fly,Happy,Friend,"Wildlife, animals"
